Accident ID,Timestamp,Velocity (m/s),Speed (m/s),Speed (km/h),Impact Force (N),Vibration (Hz),Pressure (Pa),Temperature (Â°C),G-Force (g),Impact Force Percentage (%),Impact Force Classification
A0190,2024-09-25 04:27:10,34.42076179,34.42076179,123.9147424,516311.4268,322.3049343,98551.77087,20.68832795,35.08742282,86.14748539,4
A0191,2024-09-25 04:27:11,17.41750476,17.41750476,62.70301714,261262.5714,357.8848468,104719.9413,21.18619851,17.75484685,43.59212752,2
A0192,2024-09-25 04:27:12,31.15482611,31.15482611,112.157374,467322.3916,400.0302016,100662.3634,16.90679677,31.75823253,77.97357721,4
A0193,2024-09-25 04:27:13,35.42479945,35.42479945,127.529278,531371.9918,296.7798425,97851.07197,29.22456944,36.11090668,88.6603676,4
A0194,2024-09-25 04:27:14,21.86568996,21.86568996,78.71648384,327985.3493,192.4147603,98690.60684,18.9538639,22.28918446,54.72494239,3
A0195,2024-09-25 04:27:15,20.75940684,20.75940684,74.73386464,311391.1027,130.2425198,102077.7383,18.04141588,21.16147487,51.95616265,3
A0196,2024-09-25 04:27:16,31.07833672,31.07833672,111.8820122,466175.0508,294.345534,97700.5586,16.45387283,31.68026169,77.78214134,4
A0197,2024-09-25 04:27:17,38.15447593,38.15447593,137.3561134,572317.139,77.42755972,97842.24809,21.68107603,38.89345151,95.49213867,4
A0198,2024-09-25 04:27:18,17.91071457,17.91071457,64.47857247,268660.7186,484.712144,99583.71773,17.86784327,18.25760915,44.82652161,2
A0199,2024-09-25 04:27:19,24.54440532,24.54440532,88.35985914,368166.0797,121.5090714,96731.25848,26.23136232,25.01978116,61.42916916,3
A0200,2024-09-25 04:27:20,31.34522206,31.34522206,112.8427994,470178.3309,464.0312813,100028.4108,16.28549555,31.95231607,78.45009579,4
A0201,2024-09-25 04:27:21,36.25328973,36.25328973,130.511843,543799.346,379.4673056,98279.53471,15.81932405,36.95544315,90.73389389,4
A0202,2024-09-25 04:27:22,12.05083539,12.05083539,43.3830074,180762.5308,60.06675781,102336.358,28.40865527,12.28423587,30.1605517,2
A0203,2024-09-25 04:27:23,16.759868,16.759868,60.33552481,251398.0201,10.98807942,102796.3083,24.2447257,17.08447299,41.94620947,2
A0204,2024-09-25 04:27:24,36.31390346,36.31390346,130.7300525,544708.5519,316.774289,103679.3533,17.49792226,37.01723085,90.88559652,4
A0205,2024-09-25 04:27:25,20.24226228,20.24226228,72.87214422,303633.9342,361.3061866,102762.5738,22.1567224,20.63431425,50.66186521,3
A0206,2024-09-25 04:27:26,18.44246793,18.44246793,66.39288456,276637.019,417.3524102,99144.11773,22.48979056,18.7996615,46.1573816,2
A0207,2024-09-25 04:27:27,29.61645164,29.61645164,106.6192259,444246.7747,492.1955014,98584.9155,20.16328037,30.19006284,74.12336923,3
A0208,2024-09-25 04:27:28,12.69242722,12.69242722,45.69273799,190386.4083,258.1877366,97134.17167,20.049374,12.93825405,31.76631288,2
A0209,2024-09-25 04:27:29,39.55491083,39.55491083,142.397679,593323.6624,228.3383904,98125.33048,15.94139602,40.32101002,98.99711469,4
A0210,2024-09-25 04:27:30,29.30106871,29.30106871,105.4838474,439516.0307,214.1433467,99795.24888,23.35984964,29.86857157,73.33403614,3
A0211,2024-09-25 04:27:31,21.03938229,21.03938229,75.74177624,315590.7343,375.9360231,103197.6151,18.06733967,21.44687287,52.6568787,3
A0212,2024-09-25 04:27:32,16.24745382,16.24745382,58.49083376,243711.8073,103.1615867,104015.9556,26.60411483,16.56213437,40.66375112,2
A0213,2024-09-25 04:27:33,22.43564274,22.43564274,80.76831385,336534.641,62.35193923,97924.0636,24.4629296,22.87017608,56.15140701,3
A0214,2024-09-25 04:27:34,28.61833602,28.61833602,103.0260097,429275.0404,43.32926374,104691.1803,29.09749823,29.17261572,71.62530858,3
A0215,2024-09-25 04:27:35,28.88807683,28.88807683,103.9970766,433321.1524,407.8189975,98618.22162,17.77155286,29.44758087,72.30040962,3
A0216,2024-09-25 04:27:36,18.20696765,18.20696765,65.54508352,273104.5147,309.6038543,97806.60213,25.71255456,18.55960005,45.56797694,2
A0217,2024-09-25 04:27:37,17.17067176,17.17067176,61.81441832,257560.0763,424.9231816,96893.99128,19.91934657,17.50323319,42.97435958,2
A0218,2024-09-25 04:27:38,39.02797209,39.02797209,140.5006995,585419.5813,3.165861064,104299.5075,22.36389425,39.78386553,97.67830462,4
A0219,2024-09-25 04:27:39,37.53082817,37.53082817,135.1109814,562962.4225,227.6560891,99846.2223,16.28246501,38.25772494,93.93128749,4
A0220,2024-09-25 04:27:40,36.86817467,36.86817467,132.7254288,553022.6201,281.3946147,104873.3431,15.96752832,37.58223718,92.27281368,4
A0221,2024-09-25 04:27:41,11.99008356,11.99008356,43.16430082,179851.2534,82.43434164,98432.02019,16.42932759,12.2223074,30.00850344,2
A0222,2024-09-25 04:27:42,17.11475438,17.11475438,61.61311577,256721.3157,400.31536,102811.0159,15.1276434,17.4462328,42.83441087,2
A0223,2024-09-25 04:27:43,17.36581532,17.36581532,62.51693516,260487.2298,228.5804357,98311.22989,28.48200433,17.70215629,43.46276038,2
A0224,2024-09-25 04:27:44,12.76103538,12.76103538,45.93972736,191415.5307,121.7365549,100016.6629,24.00978048,13.00819101,31.93802379,2
A0225,2024-09-25 04:27:45,30.80514718,30.80514718,110.8985299,462077.2077,166.6298495,98947.42006,22.4197649,31.40178102,77.09840889,4
A0226,2024-09-25 04:27:46,32.78137522,32.78137522,118.0129508,491720.6283,380.5440007,102575.0383,19.14265568,33.41628463,82.04446665,4
A0227,2024-09-25 04:27:47,37.48898131,37.48898131,134.9603327,562334.7197,140.6547152,97328.56014,28.55609378,38.2150676,93.82655415,4
A0228,2024-09-25 04:27:48,25.69106575,25.69106575,92.4878367,385365.9863,447.3058266,95634.16306,16.34894555,26.1886501,64.29900433,3
A0229,2024-09-25 04:27:49,38.40591821,38.40591821,138.2613055,576088.7731,449.6646208,99121.57315,28.39947516,39.14976372,96.12144258,4
A0230,2024-09-25 04:27:50,34.25798974,34.25798974,123.3287631,513869.8461,241.4456487,102839.2105,25.79451554,34.9214982,85.74010328,4
A0231,2024-09-25 04:27:51,26.3378718,26.3378718,94.81633849,395068.077,107.4716907,96808.39696,21.10189723,26.84798349,65.91781554,3
A0232,2024-09-25 04:27:52,31.263829,31.263829,112.5497844,468957.435,68.43814225,102690.5317,16.23804273,31.86934658,78.24638712,4
A0233,2024-09-25 04:27:53,17.94121333,17.94121333,64.58836799,269118.1999,281.3398628,97087.8341,28.34980277,18.2886986,44.90285319,2
A0234,2024-09-25 04:27:54,39.60857121,39.60857121,142.5908564,594128.5682,285.6565941,101091.8673,18.64709517,40.3757097,99.13141467,4
A0235,2024-09-25 04:27:55,24.27839014,24.27839014,87.40220451,364175.8521,384.5601238,103388.738,24.30545196,24.7486138,60.76339254,3
A0236,2024-09-25 04:27:56,16.08073076,16.08073076,57.89063075,241210.9615,492.9554006,95105.07713,28.71165654,16.39218223,40.24648051,2
A0237,2024-09-25 04:27:57,32.10674967,32.10674967,115.5842988,481601.2451,288.6749147,97793.97155,28.90091879,32.72859294,80.35602946,4
A0238,2024-09-25 04:27:58,22.984734,22.984734,82.74504239,344771.01,444.6222059,104060.1977,26.3484934,23.42990214,57.5256599,3
A0239,2024-09-25 04:27:59,16.78508931,16.78508931,60.42632152,251776.3397,200.1963993,104254.9609,17.39693874,17.11018278,42.00933277,2
A0240,2024-09-25 04:28:00,36.30495914,36.30495914,130.6978529,544574.3871,459.3229005,97896.60055,22.28445268,37.00811329,90.86321088,4
A0241,2024-09-25 04:28:01,33.65245514,33.65245514,121.1488385,504786.8272,278.8236536,103793.3145,15.49873315,34.30423562,84.22458532,4
A0242,2024-09-25 04:28:02,21.13611571,21.13611571,76.09001655,317041.7356,84.07132425,100689.4854,22.17615383,21.54547983,52.89898087,3
A0243,2024-09-25 04:28:03,23.22787254,23.22787254,83.62034115,348418.0881,106.319873,103633.3455,23.77856769,23.67774979,58.13418142,3
A0244,2024-09-25 04:28:04,15.04089401,15.04089401,54.14721844,225613.4102,210.5794859,99439.97915,23.36796976,15.33220592,37.64400117,2
A0245,2024-09-25 04:28:05,15.89246401,15.89246401,57.21287043,238386.9601,126.9565519,99679.9503,24.44926223,16.20026912,39.77529084,2
A0246,2024-09-25 04:28:06,13.86925217,13.86925217,49.92930781,208038.7825,279.1601338,103345.9304,22.15922309,14.13787173,34.7116431,2
A0247,2024-09-25 04:28:07,17.25733097,17.25733097,62.1263915,258859.9646,212.5380552,96982.32798,19.11169095,17.59157082,43.19124826,2
A0248,2024-09-25 04:28:08,33.1288515,33.1288515,119.2638654,496932.7725,305.4007073,102442.5659,19.79194275,33.77049082,82.91412224,4
A0249,2024-09-25 04:28:09,13.64465475,13.64465475,49.12075712,204669.8213,32.98701199,98703.51776,18.3048924,13.90892432,34.1495259,2
A0250,2024-09-25 04:28:10,28.45358573,28.45358573,102.4329086,426803.7859,309.4887249,96591.87947,20.21836944,29.00467455,71.21297535,3
A0251,2024-09-25 04:28:11,11.0469972,11.0469972,39.76918992,165704.958,467.8284312,95888.28033,19.3229127,11.26095535,27.64816874,2
A0252,2024-09-25 04:28:12,36.90222836,36.90222836,132.8480221,553533.4255,71.29875196,103021.783,16.44064417,37.61695042,92.35804247,4
A0253,2024-09-25 04:28:13,20.38756865,20.38756865,73.39524713,305813.5297,395.5772323,95619.42133,25.20465522,20.78243491,51.02553461,3
A0254,2024-09-25 04:28:14,16.26019173,16.26019173,58.53669022,243902.8759,498.9350372,104844.7138,29.55620664,16.57511899,40.69563125,2
A0255,2024-09-25 04:28:15,38.50006812,38.50006812,138.6002452,577501.0218,311.6806982,97886.93399,27.57993396,39.24573713,96.3570788,4
A0256,2024-09-25 04:28:16,13.68980353,13.68980353,49.2832927,205347.0529,147.4096924,102191.6991,26.40285679,13.95494753,34.2625232,2
A0257,2024-09-25 04:28:17,22.42530097,22.42530097,80.73108351,336379.5146,217.4667972,100347.1636,29.62769821,22.85963402,56.12552389,3
A0258,2024-09-25 04:28:18,21.99957531,21.99957531,79.19847113,329993.6297,207.2432709,96863.49954,29.22947883,22.42566291,55.06002757,3
A0259,2024-09-25 04:28:19,25.27119935,25.27119935,90.97631764,379067.9902,284.875259,102899.458,15.62542459,25.76065173,63.24817242,3
A0260,2024-09-25 04:28:20,30.50608273,30.50608273,109.8218978,457591.241,93.95053417,98508.94008,20.63234981,31.09692429,76.34991731,4
A0261,2024-09-25 04:28:21,19.58539746,19.58539746,70.50743086,293780.9619,103.4985135,104288.0419,20.76495667,19.96472728,49.01787915,2
A0262,2024-09-25 04:28:22,13.69657483,13.69657483,49.3076694,205448.6225,275.8655151,95625.1542,26.9867384,13.96184998,34.27947027,2
A0263,2024-09-25 04:28:23,30.3107131,30.3107131,109.1185671,454660.6964,299.1642191,100697.9109,17.23668833,30.89777074,75.86095071,4
A0264,2024-09-25 04:28:24,20.39369329,20.39369329,73.41729583,305905.3993,218.0827208,98371.52677,22.66665291,20.78867817,51.04086322,3
A0265,2024-09-25 04:28:25,31.09421851,31.09421851,111.9391867,466413.2777,181.1151565,98120.95368,26.01206166,31.69645108,77.82188993,4
A0266,2024-09-25 04:28:26,21.88474956,21.88474956,78.78509842,328271.2434,121.5726201,102266.7841,21.57527343,22.30861321,54.77264433,3
A0267,2024-09-25 04:28:27,25.26121859,25.26121859,90.94038693,378918.2789,76.41981932,103727.0711,22.84647259,25.75047767,63.22319282,3
A0268,2024-09-25 04:28:28,27.05358775,27.05358775,97.39291589,405803.8162,26.57085932,97792.20501,18.66543311,27.57756141,67.70909283,3
A0269,2024-09-25 04:28:29,28.20637664,28.20637664,101.5429559,423095.6497,276.7786825,100785.6302,25.36661896,28.75267752,70.59426618,3
A0270,2024-09-25 04:28:30,32.42707582,32.42707582,116.7374729,486406.1372,210.3070065,103836.6351,21.17853711,33.05512316,81.15773431,4
A0271,2024-09-25 04:28:31,28.0547298,28.0547298,100.9970273,420820.9471,59.86995885,101185.1714,26.49740301,28.59809358,70.21472798,3
A0272,2024-09-25 04:28:32,33.75512798,33.75512798,121.5184607,506326.9197,459.0039843,100480.8388,15.27558764,34.40889702,84.4815525,4
A0273,2024-09-25 04:28:33,36.90724284,36.90724284,132.8660742,553608.6427,419.1026764,95596.3572,17.80512926,37.62206202,92.37059259,4
A0274,2024-09-25 04:28:34,39.7456128,39.7456128,143.0842061,596184.192,408.3192464,98986.85703,26.79127846,40.5154055,99.47439917,4
A0275,2024-09-25 04:28:35,17.88419005,17.88419005,64.38308418,268262.8507,137.963459,96965.22254,17.40627598,18.2305709,44.76013664,2
A0276,2024-09-25 04:28:36,22.98582697,22.98582697,82.74897709,344787.4046,318.9914466,95741.06736,25.72976991,23.43101628,57.52839537,3
A0277,2024-09-25 04:28:37,15.61143258,15.61143258,56.20115728,234171.4887,66.90009363,102494.9398,22.41942462,15.91379468,39.07193189,2
A0278,2024-09-25 04:28:38,16.24704206,16.24704206,58.48935143,243705.6309,342.1233437,99435.50143,17.05799795,16.56171464,40.66272058,2
A0279,2024-09-25 04:28:39,12.15057947,12.15057947,43.74208611,182258.6921,152.5215153,100189.6595,15.03309121,12.3859118,30.41018889,2
A0280,2024-09-25 04:28:40,38.04021423,38.04021423,136.9447712,570603.2135,24.03253242,96138.91467,29.40648859,38.77697679,95.20616713,4
A0281,2024-09-25 04:28:41,30.29171846,30.29171846,109.0501864,454375.7768,198.5398067,104387.6047,26.78152597,30.87840821,75.81341137,4
A0282,2024-09-25 04:28:42,24.47755731,24.47755731,88.11920632,367163.3597,296.8513357,101632.4729,16.46062687,24.95163844,61.26186352,3
A0283,2024-09-25 04:28:43,31.65869715,31.65869715,113.9713098,474880.4573,178.7918739,104430.4467,21.86450625,32.27186254,79.23465399,4
A0284,2024-09-25 04:28:44,39.86505079,39.86505079,143.5141828,597975.7618,69.76679937,100220.7469,22.03292202,40.63715677,99.77332581,4
A0285,2024-09-25 04:28:45,24.40339946,24.40339946,87.85223807,366050.992,363.4875294,100058.6603,28.36993576,24.87604431,61.07626298,3
A0286,2024-09-25 04:28:46,16.40154444,16.40154444,59.04555999,246023.1666,327.1152254,103866.3374,18.5511506,16.71920942,41.04940556,2
A0287,2024-09-25 04:28:47,31.16472001,31.16472001,112.192992,467470.8002,145.2592866,99517.87378,28.94375287,31.76831806,77.99833945,4
A0288,2024-09-25 04:28:48,19.07450197,19.07450197,68.66820709,286117.5295,260.5352571,97423.31544,26.26291899,19.44393677,47.73922175,2
A0289,2024-09-25 04:28:49,26.34767031,26.34767031,94.85161312,395215.0547,238.6184501,96865.26493,22.33747929,26.85797177,65.94233902,3
A0290,2024-09-25 04:28:50,29.34408689,29.34408689,105.6387128,440161.3034,122.2642363,103725.0451,29.64590389,29.91242293,73.44170104,3
A0291,2024-09-25 04:28:51,35.54046394,35.54046394,127.9456702,533106.9591,401.1866202,98323.91346,21.922775,36.22881136,88.94985001,4
A0292,2024-09-25 04:28:52,30.71992859,30.71992859,110.5917429,460798.9289,314.4373744,99567.83176,18.97431892,31.31491192,76.88512578,4
A0293,2024-09-25 04:28:53,28.94093307,28.94093307,104.1873591,434113.9961,79.56543266,96500.34618,26.30796116,29.50146083,72.432697,3
A0294,2024-09-25 04:28:54,16.37605697,16.37605697,58.95380508,245640.8545,100.1634389,104219.0151,17.6726558,16.69322831,40.9856161,2
A0295,2024-09-25 04:28:55,20.29113612,20.29113612,73.04809002,304367.0417,368.8285335,96154.38853,17.55552186,20.68413468,50.78418551,3
A0296,2024-09-25 04:28:56,28.10167404,28.10167404,101.1660265,421525.1106,404.8557808,95133.88103,18.29046404,28.64594703,70.33221893,3
A0297,2024-09-25 04:28:57,19.27264627,19.27264627,69.38152658,289089.6941,39.23994885,103006.4628,24.4907704,19.64591873,48.23513272,2
A0298,2024-09-25 04:28:58,12.248215,12.248215,44.09357398,183723.2249,407.283457,101262.0009,19.91814187,12.48543832,30.65454881,2
A0299,2024-09-25 04:28:59,32.96677533,32.96677533,118.6803912,494501.6299,449.6748678,95853.43225,26.60407267,33.60527556,82.50848175,4
A0300,2024-09-25 04:29:00,29.17513929,29.17513929,105.0305015,437627.0894,372.3905222,102734.1713,27.4738811,29.74020315,73.0188629,3
A0301,2024-09-25 04:29:01,37.19206851,37.19206851,133.8914466,557881.0276,151.0593421,102863.9534,15.55626985,37.91240419,93.08344766,4
A0302,2024-09-25 04:29:02,34.88142071,34.88142071,125.5731145,523221.3106,429.9755689,95877.92411,24.85126049,35.55700378,87.30041186,4
A0303,2024-09-25 04:29:03,25.56004192,25.56004192,92.01615092,383400.6288,310.9596718,99143.72578,18.25321252,26.05508861,63.97108093,3
A0304,2024-09-25 04:29:04,36.81591633,36.81591633,132.5372988,552238.7449,231.683074,97969.70367,23.18335926,37.52896669,92.14202269,4
A0305,2024-09-25 04:29:05,11.98055508,11.98055508,43.12999828,179708.3262,77.70539158,100637.3627,18.71296858,12.21259437,29.98465577,2
A0306,2024-09-25 04:29:06,31.99289371,31.99289371,115.1744174,479893.4057,238.1243646,103511.0693,17.72582005,32.61253182,80.07107341,4
A0307,2024-09-25 04:29:07,17.83461936,17.83461936,64.20462969,267519.2904,488.9582231,96702.78739,23.96304827,18.18004012,44.63607226,2
A0308,2024-09-25 04:29:08,15.5813827,15.5813827,56.09297771,233720.7405,413.8442125,101221.5406,29.5953952,15.88316279,38.99672374,2
A0309,2024-09-25 04:29:09,36.15478289,36.15478289,130.1572184,542321.7434,420.2693569,100922.782,28.33767383,36.85502843,90.48735325,4
A0310,2024-09-25 04:29:10,39.00525669,39.00525669,140.4189241,585078.8504,260.1206957,95839.28729,27.99848419,39.76071019,97.62145306,4
A0311,2024-09-25 04:29:11,10.92847718,10.92847718,39.34251787,163927.1578,354.9733776,103781.1779,20.87006102,11.14013984,27.35153959,2
A0312,2024-09-25 04:29:12,37.2647333,37.2647333,134.1530399,558970.9994,24.36677239,101290.4927,23.40335741,37.98647635,93.26531141,4
A0313,2024-09-25 04:29:13,22.45855085,22.45855085,80.85078305,336878.2627,108.2461394,102999.3048,16.96999231,22.89352788,56.2087409,3
A0314,2024-09-25 04:29:14,30.99589108,30.99589108,111.5852079,464938.3662,362.9255823,95554.60714,16.89148095,31.59621925,77.57579831,4
A0315,2024-09-25 04:29:15,12.98155988,12.98155988,46.73361557,194723.3982,35.40770845,101227.7147,25.26020275,13.23298663,32.48994741,2
A0316,2024-09-25 04:29:16,10.55707247,10.55707247,38.00546088,158356.087,496.4665168,96484.40159,18.03384792,10.76154176,26.42199646,2
A0317,2024-09-25 04:29:17,11.46079345,11.46079345,41.25885642,171911.9018,459.5048274,98448.64521,21.78237134,11.682766,28.68380841,2
A0318,2024-09-25 04:29:18,32.50521682,32.50521682,117.0187806,487578.2523,159.2546611,100010.3917,19.81777806,33.1347776,81.35330382,4
A0319,2024-09-25 04:29:19,33.79027422,33.79027422,121.6449872,506854.1133,11.89105012,97783.35933,18.30899948,34.44472398,84.56951571,4
A0320,2024-09-25 04:29:20,23.19649,23.19649,83.50736399,347947.35,152.5203505,97737.01523,29.76131185,23.64575943,58.05563792,3
A0321,2024-09-25 04:29:21,33.23671003,33.23671003,119.6521561,498550.6504,351.6579568,101268.1378,25.61387858,33.88043836,83.18406807,4
A0322,2024-09-25 04:29:22,27.04742455,27.04742455,97.37072837,405711.3682,353.0855457,100520.4599,21.78428359,27.57127884,67.69366771,3
A0323,2024-09-25 04:29:23,38.05369878,38.05369878,136.9933156,570805.4816,144.0190209,98614.6283,19.82791477,38.7907225,95.23991594,4
A0324,2024-09-25 04:29:24,31.24057866,31.24057866,112.4660832,468608.6799,219.9672524,102280.1167,15.44619055,31.84564593,78.18819672,4
A0325,2024-09-25 04:29:25,17.13534863,17.13534863,61.68725506,257030.2294,65.36400533,96082.27783,18.18921511,17.46722592,42.88595367,2
A0326,2024-09-25 04:29:26,16.2511511,16.2511511,58.50414395,243767.2665,9.817120704,97198.10336,17.2154305,16.56590326,40.67300458,2
A0327,2024-09-25 04:29:27,21.17542083,21.17542083,76.231515,317631.3125,192.5040629,98026.3874,15.87939508,21.58554621,52.99735282,3
A0328,2024-09-25 04:29:28,13.63472039,13.63472039,49.08499341,204520.8059,169.7078355,101066.4986,17.10817527,13.89879755,34.12466241,2
A0329,2024-09-25 04:29:29,12.72299389,12.72299389,45.80277802,190844.9084,215.9733887,100384.0677,26.38402058,12.96941274,31.84281445,2
A0330,2024-09-25 04:29:30,26.45180546,26.45180546,95.22649967,396777.082,208.9871189,96554.34064,25.21133504,26.96412382,66.20296607,3
A0331,2024-09-25 04:29:31,13.69650262,13.69650262,49.30740944,205447.5393,6.439054864,104219.585,18.18747576,13.96177637,34.27928954,2
A0332,2024-09-25 04:29:32,20.47496782,20.47496782,73.70988414,307124.5173,156.7183734,95253.3947,19.4167627,20.87152683,51.24427524,3
A0333,2024-09-25 04:29:33,22.14011857,22.14011857,79.70442685,332101.7786,480.8359846,99608.59075,27.26554654,22.56892821,55.41177598,3
A0334,2024-09-25 04:29:34,12.84718458,12.84718458,46.2498645,192707.7688,252.9543146,96722.41055,15.51062371,13.09600875,32.15363603,2
A0335,2024-09-25 04:29:35,39.9337524,39.9337524,143.7615087,599006.2861,65.82401666,104994.0428,16.82471481,40.70718899,99.94527062,4
A0336,2024-09-25 04:29:36,18.40092141,18.40092141,66.24331708,276013.8212,270.0302773,103782.4441,19.78464752,18.75731031,46.05339993,2
A0337,2024-09-25 04:29:37,10.31522994,10.31522994,37.13482779,154728.4491,11.51973878,102135.7945,23.95550732,10.51501523,25.81671859,2
A0338,2024-09-25 04:29:38,23.36357278,23.36357278,84.10886201,350453.5917,486.4551849,101099.6589,17.15903425,23.81607827,58.47380884,3
A0339,2024-09-25 04:29:39,19.11284645,19.11284645,68.80624723,286692.6968,138.9528534,97747.74726,21.89690372,19.48302391,47.83518943,2
A0340,2024-09-25 04:29:40,36.3215075,36.3215075,130.757427,544822.6125,450.3873859,99995.26995,23.44171113,37.02498216,90.90462773,4
A0341,2024-09-25 04:29:41,18.83503951,18.83503951,67.80614224,282525.5927,288.9095204,101845.5405,24.12030127,19.1998364,47.13990066,2
A0342,2024-09-25 04:29:42,11.08988986,11.08988986,39.92360349,166348.3479,18.5707561,102980.248,19.19081097,11.30467875,27.75551948,2
A0343,2024-09-25 04:29:43,38.90019102,38.90019102,140.0406877,583502.8653,7.449392615,96972.697,21.88870824,39.6536096,97.35849712,4
A0344,2024-09-25 04:29:44,37.19114829,37.19114829,133.8881338,557867.2244,65.34642192,100844.4541,26.61029646,37.91146615,93.08114457,4
A0345,2024-09-25 04:29:45,14.18398981,14.18398981,51.06236332,212759.8472,307.0842652,103299.4954,26.59839494,14.45870521,35.49936119,2
A0346,2024-09-25 04:29:46,26.01864399,26.01864399,93.66711837,390279.6599,42.66620137,101556.3523,22.46899487,26.52257288,65.11885957,3
A0347,2024-09-25 04:29:47,38.14925153,38.14925153,137.3373055,572238.773,472.7903819,102398.5452,21.56828421,38.88812592,95.47906316,4
A0348,2024-09-25 04:29:48,13.82131625,13.82131625,49.75673849,207319.7437,215.8864383,101288.0045,15.16410652,14.08900739,34.59167019,2
A0349,2024-09-25 04:29:49,20.84085642,20.84085642,75.02708313,312612.8464,58.00678155,98404.96441,23.97559094,21.24450196,52.16001277,3
A0350,2024-09-25 04:29:50,30.46407809,30.46407809,109.6706811,456961.1714,70.56857057,104962.0592,24.88432723,31.05410611,76.24478908,4
A0351,2024-09-25 04:29:51,25.85093944,25.85093944,93.063382,387764.0917,67.68934994,101871.9087,15.48182445,26.35162023,64.69913251,3
A0352,2024-09-25 04:29:52,29.64619437,29.64619437,106.7262997,444692.9155,288.8016483,102405.0206,16.28891175,30.22038162,74.19780863,3
A0353,2024-09-25 04:29:53,22.08785037,22.08785037,79.51626132,331317.7555,168.960724,98830.52886,24.56287578,22.51564767,55.28096032,3
A0354,2024-09-25 04:29:54,17.24828124,17.24828124,62.09381245,258724.2185,73.38623758,95288.17628,22.26858233,17.58234581,43.16859879,2
A0355,2024-09-25 04:29:55,12.86309179,12.86309179,46.30713044,192946.3768,175.3081139,102669.8898,25.82511031,13.11222405,32.19344821,2
A0356,2024-09-25 04:29:56,34.42038416,34.42038416,123.913383,516305.7624,46.79157574,100346.182,22.33156818,35.08703788,86.14654027,4
A0357,2024-09-25 04:29:57,31.62343108,31.62343108,113.8443519,474351.4661,214.6203963,95476.59903,16.45153346,32.23591343,79.14639087,4
A0358,2024-09-25 04:29:58,37.79576308,37.79576308,136.0647471,566936.4461,362.1467585,100852.4449,19.79283327,38.52779111,94.59436044,4
A0359,2024-09-25 04:29:59,19.85208787,19.85208787,71.46751631,297781.318,342.7762617,103977.081,27.37616017,20.23658294,49.68534572,2
A0360,2024-09-25 04:30:00,34.63753412,34.63753412,124.6951228,519563.0118,255.4542804,103481.8302,21.21914127,35.3083936,86.69001816,4
A0361,2024-09-25 04:30:01,16.88314663,16.88314663,60.77932788,253247.1995,184.0867565,99304.39024,27.59258244,17.21013928,42.25474837,2
A0362,2024-09-25 04:30:02,10.91486,10.91486,39.29349598,163722.8999,45.76533732,103298.6858,20.57783562,11.12625891,27.3174588,2
A0363,2024-09-25 04:30:03,31.04146899,31.04146899,111.7492884,465622.0349,8.744214327,96468.91536,23.50032489,31.64267991,77.68986964,4
A0364,2024-09-25 04:30:04,14.36961044,14.36961044,51.73059757,215544.1566,243.9041308,103820.1134,23.00975651,14.64792094,35.96392819,2
A0365,2024-09-25 04:30:05,17.70251738,17.70251738,63.72906258,265537.7608,344.1483657,103857.6916,18.60989783,18.0453796,44.3054505,2
A0366,2024-09-25 04:30:06,12.25386859,12.25386859,44.11392692,183808.0288,96.4387774,100215.5033,18.09990696,12.49120142,30.66869849,2
A0367,2024-09-25 04:30:07,30.34413794,30.34413794,109.2388966,455162.0691,392.3747062,99771.81412,28.67547266,30.93184296,75.94460564,4
A0368,2024-09-25 04:30:08,22.0713439,22.0713439,79.45683804,331070.1585,485.9408303,101064.3192,15.76602361,22.49882151,55.23964832,3
A0369,2024-09-25 04:30:09,25.25248582,25.25248582,90.90894896,378787.2873,35.70679706,103124.5839,17.5853616,25.74157576,63.20133665,3
A0370,2024-09-25 04:30:10,12.8696175,12.8696175,46.33062299,193044.2625,263.7268297,95326.60896,19.34343197,13.11887614,32.2097806,2
A0371,2024-09-25 04:30:11,14.83214179,14.83214179,53.39571043,222482.1268,353.8732373,100691.8318,20.43177081,15.11941059,37.12154094,2
A0372,2024-09-25 04:30:12,20.172257,20.172257,72.62012521,302583.8551,140.26525,97508.0667,15.50023389,20.56295311,50.48665762,3
A0373,2024-09-25 04:30:13,33.95876545,33.95876545,122.2515556,509381.4817,377.1231731,98945.98078,26.40826881,34.61647854,84.99121164,4
A0374,2024-09-25 04:30:14,32.73094505,32.73094505,117.8314022,490964.1758,479.3350679,96587.16615,29.91328648,33.36487773,81.9182512,4
A0375,2024-09-25 04:30:15,31.81813056,31.81813056,114.54527,477271.9585,278.5977231,98402.55411,16.19546708,32.43438386,79.63368024,4
A0376,2024-09-25 04:30:16,34.33442637,34.33442637,123.6039349,515016.3956,100.7797267,96761.46405,20.63819429,34.99941526,85.93140711,4
A0377,2024-09-25 04:30:17,36.96600056,36.96600056,133.077602,554490.0084,472.5835711,98647.97821,24.35390029,37.68195776,92.51765003,4
A0378,2024-09-25 04:30:18,24.49759344,24.49759344,88.19133637,367463.9015,85.98656293,98586.84208,22.01040865,24.97206263,61.31200947,3
A0379,2024-09-25 04:30:19,12.41220708,12.41220708,44.68394549,186183.1062,393.2853753,100761.4451,27.81029821,12.65260661,31.0649844,2
A0380,2024-09-25 04:30:20,24.2827299,24.2827299,87.41782764,364240.9485,420.3680594,101198.9738,15.26913594,24.75303761,60.77425399,3
